Name;Date;Value
AIR_0123_945_03_PT;29/09/2022 12:57:38;69.33594
AIR_0123_945_03_PT;29/09/2022 12:57:40;68.86574
AIR_0123_945_03_PT;29/09/2022 12:57:42;69.05382
AIR_0123_945_03_PT;29/09/2022 12:57:44;69.98698
AIR_0123_945_03_PT;29/09/2022 12:57:46;69.27083
AIR_0123_945_03_PT;29/09/2022 12:57:48;69.48061
AIR_0123_945_03_PT;29/09/2022 12:57:50;69.97251
AIR_0123_945_03_PT;29/09/2022 12:57:52;69.99421
AIR_0123_945_03_PT;29/09/2022 12:57:54;70.27633
AIR_0123_945_03_PT;29/09/2022 12:57:56;67.54195
AIR_0123_945_03_PT;29/09/2022 12:57:58;69.19126
AIR_0123_945_03_PT;29/09/2022 12:58:00;67.98322
AIR_0123_945_03_PT;29/09/2022 12:58:02;68.64873
AIR_0123_945_03_PT;29/09/2022 12:58:04;69.62529
AIR_0123_945_03_PT;29/09/2022 12:58:06;68.54022
AIR_0123_945_03_PT;29/09/2022 12:58:08;69.36488
AIR_0123_945_03_PT;29/09/2022 12:58:10;68.57639
AIR_0123_945_03_PT;29/09/2022 12:58:12;69.5638
AIR_0123_945_03_PT;29/09/2022 12:58:14;69.20573
AIR_0123_945_03_PT;29/09/2022 12:58:16;70.60185
AIR_0123_945_03_PT;29/09/2022 12:58:18;69.3287
AIR_0123_945_03_PT;29/09/2022 12:58:20;70.05932
AIR_0123_945_03_PT;29/09/2022 12:58:22;69.48061
AIR_0123_945_03_PT;29/09/2022 12:58:24;70.13165
AIR_0123_945_03_PT;29/09/2022 12:58:26;68.28703
AIR_0123_945_03_PT;29/09/2022 12:58:28;67.96152
AIR_0123_945_03_PT;29/09/2022 12:58:30;68.7934
AIR_0123_945_03_PT;29/09/2022 12:58:32;68.57639
AIR_0123_945_03_PT;29/09/2022 12:58:34;69.06105
AIR_0123_945_03_PT;29/09/2022 12:58:36;69.62529
AIR_0123_945_03_PT;29/09/2022 12:58:38;68.69936
AIR_0123_945_03_PT;29/09/2022 12:58:40;70.10271
AIR_0123_945_03_PT;29/09/2022 12:58:42;70.20399
AIR_0123_945_03_PT;29/09/2022 12:58:44;68.80064
AIR_0123_945_03_PT;29/09/2022 12:58:46;69.76997
AIR_0123_945_03_PT;29/09/2022 12:58:48;69.50593
AIR_0123_945_03_PT;29/09/2022 12:58:50;69.08276
AIR_0123_945_03_PT;29/09/2022 12:58:52;69.15509
AIR_0123_945_03_PT;29/09/2022 12:58:54;69.37211
AIR_0123_945_03_PT;29/09/2022 12:58:56;68.13513
AIR_0123_945_03_PT;29/09/2022 12:58:58;67.88918
AIR_0123_945_03_PT;29/09/2022 12:59:00;68.07002
AIR_0123_945_03_PT;29/09/2022 12:59:02;68.54022
AIR_0123_945_03_PT;29/09/2022 12:59:04;68.63425
AIR_0123_945_03_PT;29/09/2022 12:59:06;69.48785
AIR_0123_945_03_PT;29/09/2022 12:59:08;69.11169
AIR_0123_945_03_PT;29/09/2022 12:59:10;69.35764
AIR_0123_945_03_PT;29/09/2022 12:59:12;69.04659
AIR_0123_945_03_PT;29/09/2022 12:59:14;69.78805
AIR_0123_945_03_PT;29/09/2022 12:59:16;69.22743
AIR_0123_945_03_PT;29/09/2022 12:59:18;69.06828
AIR_0123_945_03_PT;29/09/2022 12:59:20;69.29977
AIR_0123_945_03_PT;29/09/2022 12:59:22;69.45892
AIR_0123_945_03_PT;29/09/2022 12:59:24;68.64873
AIR_0123_945_03_PT;29/09/2022 12:59:26;67.9579
AIR_0123_945_03_PT;29/09/2022 12:59:28;67.34664
AIR_0123_945_03_PT;29/09/2022 12:59:30;68.29427
AIR_0123_945_03_PT;29/09/2022 12:59:32;67.96875
AIR_0123_945_03_PT;29/09/2022 12:59:34;68.43171
AIR_0123_945_03_PT;29/09/2022 12:59:36;69.16232
AIR_0123_945_03_PT;29/09/2022 12:59:38;69.01041
AIR_0123_945_03_PT;29/09/2022 12:59:40;68.58724
AIR_0123_945_03_PT;29/09/2022 12:59:42;69.66146
AIR_0123_945_03_PT;29/09/2022 12:59:44;69.47338
AIR_0123_945_03_PT;29/09/2022 12:59:46;68.90191
AIR_0123_945_03_PT;29/09/2022 12:59:48;69.16232
AIR_0123_945_03_PT;29/09/2022 12:59:50;69.01041
AIR_0123_945_03_PT;29/09/2022 12:59:52;69.27807
AIR_0123_945_03_PT;29/09/2022 12:59:54;69.29977
AIR_0123_945_03_PT;29/09/2022 12:59:56;68.37022
AIR_0123_945_03_PT;29/09/2022 12:59:58;67.92535
AIR_0123_945_03_PT;29/09/2022 13:00:00;69.15509
AIR_0123_945_03_PT;29/09/2022 13:00:02;66.98495
AIR_0123_945_03_PT;29/09/2022 13:00:04;69.22743
AIR_0123_945_03_PT;29/09/2022 13:00:06;68.20385
AIR_0123_945_03_PT;29/09/2022 13:00:08;68.75723
AIR_0123_945_03_PT;29/09/2022 13:00:10;69.19126
AIR_0123_945_03_PT;29/09/2022 13:00:12;69.19126
AIR_0123_945_03_PT;29/09/2022 13:00:14;68.61256
AIR_0123_945_03_PT;29/09/2022 13:00:16;69.62529
AIR_0123_945_03_PT;29/09/2022 13:00:18;68.98148
AIR_0123_945_03_PT;29/09/2022 13:00:20;69.8423
AIR_0123_945_03_PT;29/09/2022 13:00:22;68.98872
AIR_0123_945_03_PT;29/09/2022 13:00:24;70.60185
AIR_0123_945_03_PT;29/09/2022 13:00:26;67.76259
AIR_0123_945_03_PT;29/09/2022 13:00:28;68.92361
AIR_0123_945_03_PT;29/09/2022 13:00:30;67.85301
AIR_0123_945_03_PT;29/09/2022 13:00:32;68.34491
AIR_0123_945_03_PT;29/09/2022 13:00:34;69.33594
AIR_0123_945_03_PT;29/09/2022 13:00:36;69.12615
AIR_0123_945_03_PT;29/09/2022 13:00:38;69.04659
AIR_0123_945_03_PT;29/09/2022 13:00:40;69.37211
AIR_0123_945_03_PT;29/09/2022 13:00:42;69.22743
AIR_0123_945_03_PT;29/09/2022 13:00:44;68.73192
AIR_0123_945_03_PT;29/09/2022 13:00:46;68.64873
AIR_0123_945_03_PT;29/09/2022 13:00:48;69.50955
AIR_0123_945_03_PT;29/09/2022 13:00:50;68.03385
AIR_0123_945_03_PT;29/09/2022 13:00:52;68.92722
AIR_0123_945_03_PT;29/09/2022 13:00:54;70.44271
AIR_0123_945_03_PT;29/09/2022 13:00:56;69.76997
AIR_0123_945_03_PT;29/09/2022 13:00:58;67.05729
AIR_0123_945_03_PT;29/09/2022 13:01:00;68.54022
AIR_0123_945_03_PT;29/09/2022 13:01:02;67.60706
AIR_0123_945_03_PT;29/09/2022 13:01:04;69.15509
AIR_0123_945_03_PT;29/09/2022 13:01:06;69.3504
AIR_0123_945_03_PT;29/09/2022 13:01:08;69.01041
AIR_0123_945_03_PT;29/09/2022 13:01:10;69.66146
AIR_0123_945_03_PT;29/09/2022 13:01:12;69.01041
AIR_0123_945_03_PT;29/09/2022 13:01:14;69.69762
AIR_0123_945_03_PT;29/09/2022 13:01:16;69.08276
AIR_0123_945_03_PT;29/09/2022 13:01:18;69.68678
AIR_0123_945_03_PT;29/09/2022 13:01:20;69.16956
AIR_0123_945_03_PT;29/09/2022 13:01:22;69.58912
AIR_0123_945_03_PT;29/09/2022 13:01:24;68.84404
AIR_0123_945_03_PT;29/09/2022 13:01:26;67.49132
AIR_0123_945_03_PT;29/09/2022 13:01:28;67.71557
AIR_0123_945_03_PT;29/09/2022 13:01:30;68.93808
AIR_0123_945_03_PT;29/09/2022 13:01:32;68.20747
AIR_0123_945_03_PT;29/09/2022 13:01:34;68.54022
AIR_0123_945_03_PT;29/09/2022 13:01:36;68.33406
AIR_0123_945_03_PT;29/09/2022 13:01:38;69.19126
AIR_0123_945_03_PT;29/09/2022 13:01:40;68.51128
AIR_0123_945_03_PT;29/09/2022 13:01:42;70.74653
AIR_0123_945_03_PT;29/09/2022 13:01:44;68.77531
AIR_0123_945_03_PT;29/09/2022 13:01:46;69.31424
AIR_0123_945_03_PT;29/09/2022 13:01:48;70.24016
AIR_0123_945_03_PT;29/09/2022 13:01:50;68.84404
AIR_0123_945_03_PT;29/09/2022 13:01:52;70.71036
AIR_0123_945_03_PT;29/09/2022 13:01:54;68.75
AIR_0123_945_03_PT;29/09/2022 13:01:56;67.63599
AIR_0123_945_03_PT;29/09/2022 13:01:58;68.62703
AIR_0123_945_03_PT;29/09/2022 13:02:00;68.3232
AIR_0123_945_03_PT;29/09/2022 13:02:02;68.54745
AIR_0123_945_03_PT;29/09/2022 13:02:04;69.80975
AIR_0123_945_03_PT;29/09/2022 13:02:06;69.60359
AIR_0123_945_03_PT;29/09/2022 13:02:08;69.48061
AIR_0123_945_03_PT;29/09/2022 13:02:10;68.45341
AIR_0123_945_03_PT;29/09/2022 13:02:12;69.84953
AIR_0123_945_03_PT;29/09/2022 13:02:14;68.90191
AIR_0123_945_03_PT;29/09/2022 13:02:16;69.89294
AIR_0123_945_03_PT;29/09/2022 13:02:18;69.22743
AIR_0123_945_03_PT;29/09/2022 13:02:20;68.03385
AIR_0123_945_03_PT;29/09/2022 13:02:22;68.90191
AIR_0123_945_03_PT;29/09/2022 13:02:24;69.27445
AIR_0123_945_03_PT;29/09/2022 13:02:26;68.83681
AIR_0123_945_03_PT;29/09/2022 13:02:28;68.39555
