Name;Date;Value
AIR_0123_945_07_DPT;07/10/2022 16:15:17;57.39535
AIR_0123_945_07_DPT;07/10/2022 16:15:19;57.96426
AIR_0123_945_07_DPT;07/10/2022 16:15:21;58.17949
AIR_0123_945_07_DPT;07/10/2022 16:15:23;58.28748
AIR_0123_945_07_DPT;07/10/2022 16:15:25;58.30977
AIR_0123_945_07_DPT;07/10/2022 16:15:27;58.29002
AIR_0123_945_07_DPT;07/10/2022 16:15:29;58.34142
AIR_0123_945_07_DPT;07/10/2022 16:15:31;58.34833
AIR_0123_945_07_DPT;07/10/2022 16:15:33;58.27249
AIR_0123_945_07_DPT;07/10/2022 16:15:35;58.47951
AIR_0123_945_07_DPT;07/10/2022 16:15:37;56.60238
AIR_0123_945_07_DPT;07/10/2022 16:15:39;34.65729
AIR_0123_945_07_DPT;07/10/2022 16:15:41;29.33663
AIR_0123_945_07_DPT;07/10/2022 16:15:43;49.30608
AIR_0123_945_07_DPT;07/10/2022 16:15:45;55.2469
AIR_0123_945_07_DPT;07/10/2022 16:15:47;57.5844
AIR_0123_945_07_DPT;07/10/2022 16:15:49;58.32598
AIR_0123_945_07_DPT;07/10/2022 16:15:51;58.63483
AIR_0123_945_07_DPT;07/10/2022 16:15:53;58.72669
AIR_0123_945_07_DPT;07/10/2022 16:15:55;58.84673
AIR_0123_945_07_DPT;07/10/2022 16:15:57;58.87019
AIR_0123_945_07_DPT;07/10/2022 16:15:59;58.80243
AIR_0123_945_07_DPT;07/10/2022 16:16:01;58.85227
AIR_0123_945_07_DPT;07/10/2022 16:16:03;58.80556
AIR_0123_945_07_DPT;07/10/2022 16:16:05;58.85227
AIR_0123_945_07_DPT;07/10/2022 16:16:07;59.14022
AIR_0123_945_07_DPT;07/10/2022 16:16:09;39.71198
AIR_0123_945_07_DPT;07/10/2022 16:16:11;35.82674
AIR_0123_945_07_DPT;07/10/2022 16:16:13;50.8471
AIR_0123_945_07_DPT;07/10/2022 16:16:15;55.62119
AIR_0123_945_07_DPT;07/10/2022 16:16:17;57.31355
AIR_0123_945_07_DPT;07/10/2022 16:16:19;57.89977
AIR_0123_945_07_DPT;07/10/2022 16:16:21;58.2196
AIR_0123_945_07_DPT;07/10/2022 16:16:23;58.26786
AIR_0123_945_07_DPT;07/10/2022 16:16:25;58.26583
