Name;Date;Value
AIR_0123_945_05_TE;28/09/2022 08:17:36;18.4
AIR_0123_945_05_TE;28/09/2022 08:17:38;18.4
AIR_0123_945_05_TE;28/09/2022 08:17:40;18.4
AIR_0123_945_05_TE;28/09/2022 08:17:42;18.39001
AIR_0123_945_05_TE;28/09/2022 08:17:44;18.37
AIR_0123_945_05_TE;28/09/2022 08:17:46;18.34
AIR_0123_945_05_TE;28/09/2022 08:17:48;18.32
AIR_0123_945_05_TE;28/09/2022 08:17:50;18.3
AIR_0123_945_05_TE;28/09/2022 08:17:52;18.3
AIR_0123_945_05_TE;28/09/2022 08:17:54;18.3
AIR_0123_945_05_TE;28/09/2022 08:17:56;18.3
AIR_0123_945_05_TE;28/09/2022 08:17:58;18.3
AIR_0123_945_05_TE;28/09/2022 08:18:00;18.3
AIR_0123_945_05_TE;28/09/2022 08:18:02;18.3
AIR_0123_945_05_TE;28/09/2022 08:18:04;18.3
AIR_0123_945_05_TE;28/09/2022 08:18:06;18.3
AIR_0123_945_05_TE;28/09/2022 08:18:08;18.3
AIR_0123_945_05_TE;28/09/2022 08:18:10;18.3
AIR_0123_945_05_TE;28/09/2022 08:18:12;18.3
AIR_0123_945_05_TE;28/09/2022 08:18:14;18.29
AIR_0123_945_05_TE;28/09/2022 08:18:16;18.27
AIR_0123_945_05_TE;28/09/2022 08:18:18;18.24001
AIR_0123_945_05_TE;28/09/2022 08:18:20;18.22
AIR_0123_945_05_TE;28/09/2022 08:18:22;18.2
AIR_0123_945_05_TE;28/09/2022 08:18:24;18.2
AIR_0123_945_05_TE;28/09/2022 08:18:26;18.2
AIR_0123_945_05_TE;28/09/2022 08:18:28;18.2
AIR_0123_945_05_TE;28/09/2022 08:18:30;18.2
AIR_0123_945_05_TE;28/09/2022 08:18:32;18.2
AIR_0123_945_05_TE;28/09/2022 08:18:34;18.2
AIR_0123_945_05_TE;28/09/2022 08:18:36;18.2
AIR_0123_945_05_TE;28/09/2022 08:18:38;18.2
AIR_0123_945_05_TE;28/09/2022 08:18:40;18.2
AIR_0123_945_05_TE;28/09/2022 08:18:42;18.2
AIR_0123_945_05_TE;28/09/2022 08:18:44;18.2
AIR_0123_945_05_TE;28/09/2022 08:18:46;18.2
AIR_0123_945_05_TE;28/09/2022 08:18:48;18.2
AIR_0123_945_05_TE;28/09/2022 08:18:50;18.2
AIR_0123_945_05_TE;28/09/2022 08:18:52;18.2
AIR_0123_945_05_TE;28/09/2022 08:18:54;18.2
AIR_0123_945_05_TE;28/09/2022 08:18:56;18.2
AIR_0123_945_05_TE;28/09/2022 08:18:58;18.2
AIR_0123_945_05_TE;28/09/2022 08:19:00;18.2
AIR_0123_945_05_TE;28/09/2022 08:19:02;18.2
AIR_0123_945_05_TE;28/09/2022 08:19:04;18.2
AIR_0123_945_05_TE;28/09/2022 08:19:06;18.2
AIR_0123_945_05_TE;28/09/2022 08:19:08;18.2
AIR_0123_945_05_TE;28/09/2022 08:19:10;18.2
AIR_0123_945_05_TE;28/09/2022 08:19:12;18.2
AIR_0123_945_05_TE;28/09/2022 08:19:14;18.2
AIR_0123_945_05_TE;28/09/2022 08:19:16;18.2
AIR_0123_945_05_TE;28/09/2022 08:19:18;18.2
AIR_0123_945_05_TE;28/09/2022 08:19:20;18.2
AIR_0123_945_05_TE;28/09/2022 08:19:22;18.2
AIR_0123_945_05_TE;28/09/2022 08:19:24;18.18
AIR_0123_945_05_TE;28/09/2022 08:19:26;18.16
AIR_0123_945_05_TE;28/09/2022 08:19:28;18.13
AIR_0123_945_05_TE;28/09/2022 08:19:30;18.12
AIR_0123_945_05_TE;28/09/2022 08:19:32;18.1
AIR_0123_945_05_TE;28/09/2022 08:19:34;18.1
AIR_0123_945_05_TE;28/09/2022 08:19:36;18.1
AIR_0123_945_05_TE;28/09/2022 08:19:38;18.1
AIR_0123_945_05_TE;28/09/2022 08:19:40;18.1
AIR_0123_945_05_TE;28/09/2022 08:19:42;18.1
AIR_0123_945_05_TE;28/09/2022 08:19:44;18.1
AIR_0123_945_05_TE;28/09/2022 08:19:46;18.1
AIR_0123_945_05_TE;28/09/2022 08:19:48;18.1
AIR_0123_945_05_TE;28/09/2022 08:19:50;18.1
AIR_0123_945_05_TE;28/09/2022 08:19:52;18.1
AIR_0123_945_05_TE;28/09/2022 08:19:54;18.1
AIR_0123_945_05_TE;28/09/2022 08:19:56;18.1
AIR_0123_945_05_TE;28/09/2022 08:19:58;18.1
AIR_0123_945_05_TE;28/09/2022 08:20:00;18.1
AIR_0123_945_05_TE;28/09/2022 08:20:02;18.1
AIR_0123_945_05_TE;28/09/2022 08:20:04;18.1
AIR_0123_945_05_TE;28/09/2022 08:20:06;18.1
AIR_0123_945_05_TE;28/09/2022 08:20:08;18.1
AIR_0123_945_05_TE;28/09/2022 08:20:10;18.1
AIR_0123_945_05_TE;28/09/2022 08:20:12;18.1
AIR_0123_945_05_TE;28/09/2022 08:20:14;18.1
AIR_0123_945_05_TE;28/09/2022 08:20:16;18.1
AIR_0123_945_05_TE;28/09/2022 08:20:18;18.1
AIR_0123_945_05_TE;28/09/2022 08:20:20;18.1
AIR_0123_945_05_TE;28/09/2022 08:20:22;18.1
AIR_0123_945_05_TE;28/09/2022 08:20:24;18.1
AIR_0123_945_05_TE;28/09/2022 08:20:26;18.1
AIR_0123_945_05_TE;28/09/2022 08:20:28;18.1
AIR_0123_945_05_TE;28/09/2022 08:20:30;18.1
